 


  
  

NCAA Men's Soccer
Division IPoints Per Game
Through Games 12/12/2022

Goals x 2 + assists must equal points
       
"Rank","Name","Team","Cl","Pos","Games","Goals","Assists","Points","Per Game"
"","Konstantin Donalies","Seton Hall","Fr.","D","4"
"","Logan Dorsey","Gonzaga","So.","F","4"
"","Bernardo Dos Santos Monteiro","FIU","So.","F","4"
"","Dyon Dromers","West Virginia","Sr.","D","4"
"","Connor Drought","Cornell","Sr.","D","4"
"","Aaron Edwards","UCLA","So.","D","4"
"","Tarek El-Zammar","Canisius","Fr.","M","4"
"","Christian Engmann","Saint Mary's (CA)","Jr.","D","4"
"","Tim Fafian","Saint Peter's","Sr.","D","4"
"","Saad Faiz","UAlbany","So.","F","4"
"","Logan Farrington","Milwaukee","So.","F","4"
"","Alejandro Fernandez Alcaide","San Diego","Sr.","D","4"
"","CJ Fodrey","San Diego St.","Fr.","F","4"
"","Mikkel Fodstad","Saint Peter's","Fr.","F","4"
"","AJ Franklin","Drake","Jr.","F","4"
"","Jackson Fyda","Bradley","So.","D","4"
"","Rameses Gaines","Howard","So.","D","4"
"","James Gardev","Radford","Fr.","D","4"
"","Ymir Mar Geirsson","Vermont","Sr.","M","4"
"","Mateo Godoy","Princeton","Sr.","M","4"
"","Josemir Gomez","IUPUI","Fr.","F","4"
"","Brian Gonzalez","California Baptist","Sr.","M","4"
"","Derek Goodman","LMU (CA)","Sr.","M","4"
"","Koke Gracia Martinez","Sacred Heart","Fr.","D","4"
"","Johan Grande-Rojas","St. Francis Brooklyn","Sr.","D","4"
"","Luis Grassow","Kentucky","Sr.","D","4"
"","Thomas Gray","Loyola Maryland","So.","D","4"
"","Antonio Green","Saint Peter's","Sr.","F","4"
"","Braden Griffin","Bradley","Fr.","D","4"
"","Gage Guerra","Army West Point","So.","F","4"
"","Jeremy Haddock","Yale","Sr.","D","4"
"","Anass Hadran","Robert Morris","Fr.","M","4"
"","Kyle Halehale","Central Conn. St.","So.","M","4"
"","Simon Hall","Colgate","Jr.","D","4"
"","Braiden Hall","USC Upstate","Fr.","F","4"
"","Chad Hamler","Eastern Ill.","Sr.","M","4"
"","Anthony Harding","Duquesne","Sr.","D","4"
"","Justin Harris","Yale","So.","D","4"
"","Charlie Harris","Wofford","Sr.","M","4"
"","Zach Hassell","Fla. Atlantic","So.","M","4"
"","Mathis  Haugen","South Fla.","Fr.","D","4"
"","Elton Hedstroem","SMU","Fr.","F","4"
"","Billy Hency","Loyola Chicago","Sr.","M","4"
"","Sebastian Hernandez","Portland","Fr.","D","4"
"","Rider Holcomb","VMI","Fr.","M","4"
"","Maxi Hopfer","Duquesne","So.","F","4"
"","Philip Horton","Virginia","Jr.","F","4"
"","Kenan Hot","Duke","Fr.","M","4"
"","Brophy Howard","UNLV","So.","M","4"
"","Chris Hunt","Saint Joseph's","Sr.","M","4"
"","Kaya Ignacio","High Point","Jr.","F","4"
"","Bryan Iliohan","California Baptist","Sr.","F","4"
"","Jack Ireland","Ga. Southern","Fr.","F","4"
"","Inaki Iribarren","Wisconsin","Sr.","M","4"
"","Emil Jaaskelainen","LIU","Jr.","F","4"
"","Jack Jasinski","Princeton","Fr.","M","4"
"","Harry Jolley","NIU","Jr.","D","4"
"","Malachi Jones","Lipscomb","Fr.","F","4"
"","Jaden Jones-Riley","Dayton","Sr.","F","4"
"","Ashton Kamdem","Akron","Fr.","D","4"
"","Jackson Kim","Memphis","Jr.","D","4"
"","Alex Kinateder","Coastal Carolina","Sr.","M","4"
"","Perry Kingson","Lehigh","So.","F","4"
"","Peter Kingston","Seattle U","Jr.","M","4"
"","Matthew Kirk","Charlotte","Jr.","M","4"
"","Theo Klein","Omaha","Jr.","M","4"
"","Cole Knapp","William & Mary","Jr.","D","4"
"","Bradyn Knutson","Central Ark.","Sr.","D","4"
"","Denis Krioutchenkov","Davidson","Fr.","F","4"
"","Dylan Kropp","Xavier","Fr.","M","4"
"","Alec LaBarge","Grand Canyon","Sr.","D","4"
"","Matthew Lala","Loyola Maryland","Sr.","D","4"
"","Richy Lapointe-Guevara","Central Ark.","So.","D","4"
"","Fernando Lara","California","So.","M","4"
"","Brigham Larsen","Charlotte","So.","F","4"
"","Camron Lawrence","Bryant","So.","M","4"
"","Sam Layton","SIUE","Jr.","D","4"
"","Juan Pablo Leano","Fairfield","So.","D","4"
"","Jacob Lee","Army West Point","Fr.","F","4"
"","Nathan Leggett","Howard","Jr.","F","4"
"","Giona Leibold","Syracuse","So.","M","4"
"","Yanis Lelin","James Madison","So.","D","4"
"","Matthew Leong","Columbia","Jr.","D","4"
"","Dale Lepper","Colgate","So.","M","4"
"","Diego Letayf","Georgetown","Fr.","M","4"
"","Bailey Letherman","Seattle U","Sr.","M","4"
"","Aimar Leunda Etxeberria","La Salle","Jr.","D","4"
"","Marcus Lewis","Mount St. Mary's","So.","F","4"
"","Danny Lokko","Cornell","So.","F","4"
"","Daniel  Longo","Canisius","Fr.","M","4"
"","Tiago Lopes","Campbell","Jr.","M","4"
"","Jago Lott","UMBC","Jr.","D","4"
"","Garrett Lyons","Saint Joseph's","Sr.","D","4"
"","Joey Maher","Indiana","Jr.","D","4"
"","Seth Mahlmeister","Purdue Fort Wayne","So.","F","4"
"","Jorge Mandujano","Houston Christian","Sr.","D","4"
"","Zach Martens","Michigan","Fr.","M","4"
"","Santi Martinez-Sanchez","Monmouth","Sr.","M","4"
"","Frankie Martínez","UNLV","Fr.","D","4"
"","Nathan Masters","Bowling Green","Sr.","M","4"
"","Cameron Mathewson","George Washington","Sr.","M","4"
"","Reese Mayer","Notre Dame","Sr.","D","4"
"","Luke McCormick","West Virginia","Sr.","M","4"
"","Parker McKnight","Binghamton","Sr.","M","4"
"","Justin McStay","Army West Point","Jr.","M","4"
"","AJ Meade-Tatum","UC Riverside","So.","D","4"
"","Leo Mendez","California Baptist","Jr.","F","4"
"","Ernest Mensah Jr.","Xavier","Fr.","D","4"
"","Brooklyn Merl","Marquette","Sr.","F","4"
"","Gabriel Mikina","Niagara","Jr.","M","4"
"","Ezau Millan","UIC","Sr.","M","4"
"","Sam Miller","Furman","Sr.","M","4"
"","Gabriel Miranda","Monmouth","Jr.","M","4"
"","Eduardo Miranda","San Jose St.","Sr.","F","4"
"","Milan Miric","Loyola Maryland","Jr.","D","4"
"","Andrew Mitchell","Loyola Chicago","Sr.","D","4"
"","Luke Mitchell","Creighton","Sr.","D","4"
"","Collin Mocyunas","Marshall","Sr.","M","4"
"","Mo Mohamed","Seattle U","So.","M","4"
"","Hugo Moldin","Wofford","So.","D","4"
"","Michael Mollica","LIU","Jr.","M","4"
"","Demarre Montoute","Marist","Sr.","D","4"
"","Robbie Mora","Gonzaga","Fr.","M","4"
"","Matias Morales","Iona","Sr.","M","4"
"","Matt Moran","NJIT","So.","M","4"
"","Jeloni Murray-Powell","Green Bay","Fr.","M","4"
"","Wade Muttitt","Saint Mary's (CA)","So.","M","4"
"","Samuel Nagy","Kansas City","Fr.","M","4"
"","Junior Nare","NC State","Jr.","F","4"
"","Jordi Navio Sanchez","NJIT","Jr.","D","4"
"","Moussa Ndiaye","VCU","Fr.","M","4"
"","Daniel Nesseler","Drexel","So.","M","4"
"","Aaron Nguyen","UIC","Sr.","-","4"
"","Zack Nicolaou","Houston Christian","Jr.","D","4"
"","Valentin Noel","Pittsburgh","Sr.","M","4"
"","Gavin O'Shea","IUPUI","Fr.","F","4"
"","Clay Obara","James Madison","Jr.","M","4"
"","Olu Ogunwale","Penn St.","Sr.","M","4"
"","Marcos Ojea Quintana","Harvard","Fr.","M","4"
"","Otto Ollikainen","West Virginia","So.","M","4"
"","Andrew Ortiz","Massachusetts","So.","M","4"
"","Matthew Owusu","Bucknell","Jr.","D","4"
"","Olu Oyegunle","Syracuse","So.","D","4"
"","Mason Pahule","Colgate","So.","M","4"
"","Gabriel Parra","Detroit Mercy","Jr.","M","4"
"","Rondell Payne","Stony Brook","Sr.","D","4"
"","Bruno Penney","Stony Brook","Fr.","M","4"
"","Will Perkins","Michigan St.","Sr.","D","4"
"","Denis Petro","UMass Lowell","Sr.","D","4"
"","Delentz Pierre","Portland","Jr.","D","4"
"","Jelani Pierre","Howard","Jr.","M","4"
"","Ryan Pierson","Detroit Mercy","Sr.","F","4"
"","Sergio Pineros-Mayorga","South Fla.","Sr.","D","4"
"","Joao Pinto","Quinnipiac","Fr.","D","4"
"","Markus Pusztahegyi","St. John's (NY)","Fr.","D","4"
"","Ramzi Qawasmy","Providence","Sr.","D","4"
"","Eugene Quaynor","Oral Roberts","Sr.","D","4"
"","Alex Quinones","Hartford","Jr.","F","4"
"","Miguel Quintana","North Florida","Jr.","M","4"
"","Jonathan Randall","Central Ark.","So.","F","4"
"","Spencer Rawlins","Radford","Jr.","M","4"
"","Harvey Read","Marquette","Sr.","D","4"
"","Lawson Redmon","Indiana","Jr.","D","4"
"","Kieran Richards","ETSU","Sr.","M","4"
"","Luis Rodrigues","Western Ill.","Jr.","D","4"
"","Lucca Rodrigues","Kentucky","Sr.","D","4"
"","Eddy Rodriguez","Loyola Maryland","Sr.","M","4"
"","Andrew Rosenbaum","La Salle","Jr.","M","4"
"","Federico Russo","Iona","Sr.","M","4"
"","Justin Ruth","Delaware","Jr.","F","4"
"","Liam Salmon","Marist","Sr.","M","4"
"","Alberto Sanchez Cervera","Niagara","Fr.","D","4"
"","Kodie Sarkodie","Canisius","So.","M","4"
"","Ali Sasankhah","Sacramento St.","So.","M","4"
"","Riccardo Scarafia","San Jose St.","Fr.","F","4"
"","Brian Schaefer","South Fla.","Jr.","M","4"
"","Luke Schierenbeck","Quinnipiac","Fr.","D","4"
"","Evan Schweickert","American","Jr.","M","4"
"","Damian Segura","Drake","Fr.","M","4"
"","Youri Senden","Drexel","So.","D","4"
"","Shandel Senior","FGCU","Sr.","D","4"
"","Danail Sergiev","Chicago St.","Fr.","F","4"
"","Mohamed Seye","Clemson","Sr.","F","4"
"","Charlie Sharp","Western Mich.","Sr.","M","4"
"","Dylan Shockey","LMU (CA)","Sr.","D","4"
"","Michael Sibley","Lipscomb","Sr.","GK","4"
"","Nathan Simeon","San Francisco","Sr.","D","4"
"","Romario Simpson","Purdue Fort Wayne","Jr.","D","4"
"","Jad Smaira","Holy Cross","So.","D","4"
"","Martin Soereide","Kentucky","So.","M","4"
"","Jose Sosa","UCLA","Sr.","M","4"
"","Evan Southern","James Madison","Jr.","F","4"
"","Joao Souza","Marshall","Sr.","M","4"
"","Victor Souza","Boston College","Sr.","D","4"
"","Ajmeer Spengler","South Fla.","Jr.","M","4"
"","Nathaniel St. Louis","UAB","Sr.","F","4"
"","Brooks Stockley","UAB","Sr.","M","4"
"","Alberto Suarez","Saint Louis","Sr.","D","4"
"","Cody Sundquist","Sacramento St.","Jr.","M","4"
"","David Sweeney","San Jose St.","Sr.","GK","4"
"","Bryce Swinehart","Liberty","Fr.","D","4"
"","Ousmane Sylla","Clemson","Jr.","M","4"
"","Luke Tandy","Furman","Sr.","D","4"
"","George Tasouris","Portland","Sr.","GK","4"
"","Alex Taylor","Howard","Sr.","D","4"
"","Rob Taylor IV","Sacred Heart","Sr.","M","4"
"","Kade Tepe","IUPUI","Fr.","M","4"
"","Cameron Territo","Duquesne","Jr.","D","4"
"","Inder Thind","Canisius","Sr.","D","4"
"","Riley Thomas","North Carolina","Jr.","D","4"
"","Chris Tiao","Rutgers","Sr.","D","4"
"","Marc Tirado","Fairfield","Sr.","M","4"
"","Griffin Tomas","Monmouth","Sr.","M","4"
"","Marc Torrellas","Loyola Chicago","Sr.","D","4"
"","Omar Torres","Manhattan","So.","D","4"
"","Taurayi Tugwete","Jacksonville","Jr.","M","4"
"","Demitri Turner","James Madison","So.","M","4"
"","Andreas Ueland","Virginia","Sr.","D","4"
"","Dominic Valdivia","San Francisco","Sr.","M","4"
"","Leif VanSlyke","Longwood","Sr.","D","4"
"","Jon Varela","Evansville","So.","D","4"
"","Anthony Vargas","California Baptist","Jr.","M","4"
"","Scott Vatne","Elon","So.","M","4"
"","Victor Velasco","UIW","Sr.","M","4"
"","Ferran Vera Filella","Temple","Sr.","M","4"
"","Jeremy Verley","Virginia","Sr.","M","4"
"","Christoffer Vie Angell","Duquesne","So.","D","4"
"","Samuel Villalta","Pacific","Sr.","M","4"
"","Thomas Vincent","Davidson","So.","M","4"
"","George Waites","Xavier","Fr.","M","4"
"","Ryan Wallace","Columbia","Jr.","D","4"
"","Conor Walsh","CSU Bakersfield","Jr.","D","4"
"","Tobias Wangerud","Northeastern","So.","F","4"
"","Malcolm Ward","NIU","Jr.","D","4"
"","Cooper Warren","Army West Point","Jr.","M","4"
"","Lucas Watt","UAlbany","So.","D","4"
"","Paul Wiese","Virginia","So.","D","4"
"","Timon Windisch","UC Santa Barbara","Jr.","D","4"
"","Lucas Windschauer","FGCU","So.","D","4"
"","Henrik Winkelmann","Siena","So.","D","4"
"","Daniel Wintermeier","Stetson","So.","D","4"
"","Laurence Wootton","Ohio St.","Jr.","M","4"
"","Furkan Yildirim","Niagara","Jr.","M","4"
"","Jethro Yumange","Chicago St.","So.","F","4"
"","Kahveh Zahiroleslam","Yale","Jr.","F","4"
"","Xavier Zengue","Dayton","Sr.","D","4"
"","Kelvin Zinck","Stetson","So.","D","4"
"","Luis Zuniga","UIW","So.","D","4"
Reclassifying
"NR","Cooper Wilson","Lindenwood","Jr.","F","7"
"NR","Brock Pope","Bellarmine","Jr.","M","6"
"NR","Boris Basara","Queens (NC)","Sr.","M","5"
"NR","Nick Faddis","Southern Ind.","Sr.","M","5"
"NR","Brendan Schoemehl","Bellarmine","So.","M","5"
"NR","Oskar Wolf","Queens (NC)","Jr.","D","5"
"NR","Zach Barton","Southern Ind.","Jr.","F","4"
"NR","Sam Benoist","Southern Ind.","So.","D","4"
"NR","Blaine Chambers","Utah Tech","Sr.","D","4"
"NR","Will Kirchhofer","Southern Ind.","Fr.","M","4"
"NR","Marky Lara","Southern Ind.","Jr.","M","4"
"NR","Wes Lorrens","St. Thomas (MN)","Sr.","D","4"
"NR","Damian McGregor-Wickham","Southern Ind.","So.","D","4"
"NR","Felipe Mendonca","Queens (NC)","Sr.","F","4"
"NR","Jacek Nickowski","St. Thomas (MN)","Sr.","F","4"
"NR","Stefano Pesenti","Merrimack","Sr.","M","4"
"NR","Feho Sabotic","Lindenwood","So.","F","4"
"NR","Chris Shust","Bellarmine","So.","F","4"
"NR","Anis Smajlovic","Lindenwood","Fr.","F","4"
"NR","Matias Vilchez","Queens (NC)","Jr.","F","4"
"NR","Liam  Ziegler","Merrimack","Fr.","M","4"

NCAA Men's Soccer
Division IRed Cards
Through Games 12/12/2022


"Rank","Name","Team","Cl","Pos","Games","Red Cards"
"1","Alessandro Gabbani","Stetson","So.","M","13","2"
"","Jeorgio Kocevski","Syracuse","Jr.","M","22","2"
"","Elijah Le","Houston Christian","Sr.","D","15","2"
"","Bailey Letherman","Seattle U","Sr.","M","12","2"
"","Marco Presta","Western Ill.","Fr.","D","13","2"
"","Eugene Quaynor","Oral Roberts","Sr.","D","7","2"
"","Luis Rodrigues","Western Ill.","Jr.","D","12","2"
"","Shandel Senior","FGCU","Sr.","D","14","2"
"","Elyad Shojaei","Temple","Sr.","D","13","2"
"","Jason Shokalook","Akron","So.","F","18","2"
"","Alex Taylor","Howard","Sr.","D","11","2"
"","Johan Velez","Manhattan","Sr.","F","16","2"
"","Ryan Wallace","Columbia","Jr.","D","11","2"
"14","Nonso Adimabua","California","Jr.","F","15","1"
"","Justin Aguirre-Rosas","NJIT","So.","M","15","1"
"","Nassim Akki","Manhattan","Fr.","D","18","1"
"","Haider Al-Barakat","Omaha","So.","F","3","1"
"","Alejandro Alcantara","Sacramento St.","Sr.","D","4","1"
"","Andrew Alexander","UC Riverside","Fr.","D","17","1"
"","David Alino","Dartmouth","Sr.","F","14","1"
"","Calwayne Allen","Chicago St.","Sr.","M","14","1"
"","Fridtjof Andberg","Temple","Sr.","D","15","1"
"","Saviour Anyagri","Delaware","Sr.","D","13","1"
"","Deryn Armstrong","Northern Ky.","Jr.","M","16","1"
"","Ben Awashie","Grand Canyon","Jr.","M","15","1"
"","Femi Awodesu","Penn St.","Jr.","D","15","1"
"","Salaudeen Ayinla","UC Santa Barbara","So.","M","9","1"
"","Hugo Bacharach","FDU","Jr.","D","17","1"
"","Ryan Baer","West Virginia","Jr.","M","17","1"
"","Karamo Bah","Mount St. Mary's","Sr.","M","15","1"
"","Ronaldo Banks","Jacksonville","Jr.","D","11","1"
"","Draven Barnett","Temple","Fr.","M","14","1"
"","Alex Barnett","North Florida","Fr.","D","16","1"
"","Habib Barry","Seattle U","Sr.","F","14","1"
"","Philipp Basara","Kansas City","Sr.","F","14","1"
"","Joey Batrouni","Coastal Carolina","So.","GK","14","1"
"","Alex Bautista","NC State","Sr.","D","9","1"
"","Fabian Becerra","Loyola Chicago","Sr.","F","17","1"
"","Tomas Bedouret","Oregon St.","Fr.","-","5","1"
"","Kendi Bellini","Utah Valley","So.","M","15","1"
"","Logan Bellone","Oral Roberts","Sr.","D","16","1"
"","Ammit Bhogal","Mount St. Mary's","Sr.","D","16","1"
"","Eythor Bjorgolfsson","Kentucky","Sr.","F","19","1"
"","Jacob Blackwin","Colgate","So.","D","7","1"
"","Luigi Boa Morte","Niagara","Sr.","F","9","1"
"","Augustine Boadi","Boston College","Fr.","M","15","1"
"","Zach Board","North Florida","Jr.","M","7","1"
"","Moise Bombito","New Hampshire","Jr.","D","16","1"
"","Bryce Boneau","Notre Dame","So.","M","17","1"
"","Wes Bottenburg","Tulsa","Fr.","D","16","1"
"","Brandon Brackett","Memphis","Jr.","M","17","1"
"","Pepo Bravo","Fla. Atlantic","So.","M","6","1"
"","Yannick Bright","New Hampshire","Jr.","M","19","1"
"","Olle Brorsson","Monmouth","So.","M","13","1"
"","Marcovich Brown","Gardner-Webb","Jr.","M","13","1"
"","Fraser Brown","Northeastern","Fr.","F","17","1"
"","Jovoney Brown","FGCU","Sr.","F","15","1"
"","Luke Bryant","Davidson","Jr.","-","12","1"
"","Caden Buckley","Santa Clara","So.","M","13","1"
"","Rodrigo Bueno","San Francisco","So.","M","16","1"
"","Owen Butcher","Cal Poly","So.","D","12","1"
"","Juan Caffaro","North Carolina","So.","M","7","1"
"","Giovanni Calderon","Cal St. Fullerton","So.","D","18","1"
"","Adria Capdevila","Oregon St.","Fr.","M","14","1"
"","Beto Carrillo","UTRGV","Sr.","M","14","1"
"","Luis Castillo","Oregon St.","Fr.","GK","13","1"
"","Gerardo Castillo","VCU","Fr.","D","14","1"
"","Dario Cavada","Hartford","Jr.","M","12","1"
"","Christos Charalambous","UConn","Sr.","M","6","1"
"","Costi Christodoulou","Dartmouth","So.","GK","15","1"
"","Dyson Clapier","Akron","So.","M","18","1"
"","Billy Clark","Binghamton","So.","M","18","1"
"","Jeffrey Copper","South Fla.","Jr.","F","18","1"
"","Adrian Corona","NIU","Sr.","M","16","1"
"","Tommy Coughlin","Green Bay","Fr.","M","15","1"
"","Kyle Cusimano","Bowling Green","Jr.","F","15","1"
"","Joshua Dabora","Santa Clara","Jr.","F","11","1"
"","Luca Dahn","Seton Hall","Sr.","D","17","1"
"","Dominik Danis","Omaha","Jr.","D","16","1"
"","Myson Darden","Elon","Sr.","D","15","1"
"","Sam Davis","Lehigh","Fr.","D","13","1"
"","Clay Dawes","Georgia St.","Sr.","D","15","1"
"","Jack Dearie","Virginia Tech","Jr.","D","17","1"
"","Nicholas Denley","Portland","Sr.","D","20","1"
"","Karim Diao","Central Ark.","Sr.","M","17","1"
"","Griffin Dillon","Maryland","So.","M","17","1"
"","Hamady Diop","Clemson","Jr.","D","14","1"
"","Nikola Djordjevic","SMU","So.","M","16","1"
"","William Dodzi Afawubo","Robert Morris","Fr.","D","13","1"
"","Jack Dolk","Elon","Jr.","F","17","1"
"","Grayson Doody","UCLA","Jr.","D","19","1"
"","Logan Dorsey","Gonzaga","So.","F","15","1"
"","Josh Dubost","Drexel","Sr.","D","15","1"
"","Oscar Dueso","Loyola Chicago","Sr.","M","17","1"
"","Valdi Einarsson","William & Mary","Fr.","D","9","1"
"","Daniel Espeleta","Fordham","Sr.","M","15","1"
"","LJ Estes","North Florida","Sr.","D","13","1"
"","Camilo Estrada","NIU","Jr.","M","16","1"
"","Adam Fam","Colgate","Jr.","F","13","1"
"","Bryant Farkarlun","Houston Christian","Sr.","F","18","1"
"","Logan Farrington","Milwaukee","So.","F","16","1"
"","Mariano Fazio","Tulsa","Sr.","D","16","1"
"","Calum Ferguson","Monmouth","Jr.","D","6","1"
"","Mauro Fernandez","UMass Lowell","Fr.","M","6","1"
"","Nick Fernandez","Portland","Fr.","M","20","1"
"","Victor Gadea","Gonzaga","Fr.","F","16","1"
"","Henrique Gallina","Pittsburgh","Sr.","M","19","1"
"","Jorge Garcia","Villanova","Jr.","M","16","1"
"","Sebastian Gebhart","Vermont","Fr.","D","20","1"
"","Kyle Gee","Brown","So.","M","16","1"
"","Ethan Giwa-McNeil","Houston Christian","So.","F","18","1"
"","Noah Gonsalves","Kansas City","So.","M","6","1"
"","Dylan Gonzalez","CSUN","Sr.","D","18","1"
"","Skyler Goo","UNLV","Sr.","F","16","1"
"","Rhys Gourdie","San Diego","Jr.","M","19","1"
"","Johan Grande-Rojas","St. Francis Brooklyn","Sr.","D","16","1"
"","Nigel Griffith","St. John's (NY)","Jr.","F","16","1"
"","Benji Grossi","Lafayette","Jr.","M","18","1"
"","Kyle Gruno","Fla. Atlantic","Jr.","D","7","1"
"","Axel Gudbjornsson","Duke","Fr.","D","16","1"
"","Ale Gutierrez","Harvard","Jr.","F","16","1"
"","Jeremy Haddock","Yale","Sr.","D","15","1"
"","Alvin Halley","Delaware","Sr.","D","16","1"
"","Chandler Hallwood","Marquette","Sr.","GK","11","1"
"","Bryson Hankins","CSU Bakersfield","So.","D","14","1"
"","Trevor Harrison","Stony Brook","Jr.","M","15","1"
"","Josef Hefele","UNCW","So.","D","13","1"
"","Matthias Heiland","LIU","So.","M","16","1"
"","Matthew Henderson","Penn St.","Fr.","F","13","1"
"","Andres Hernandez","UCF","Sr.","D","8","1"
"","Adam Hillis","UNCW","So.","M","15","1"
"","Brady Horn","IUPUI","Fr.","D","13","1"
"","Tomas Hut","Army West Point","So.","GK","14","1"
"","Fahmi Ibrahim","California","Sr.","F","15","1"
"","Valentine Iheanyiogu","Houston Christian","Jr.","F","12","1"
"","Digger Iqbal","Bryant","So.","M","11","1"
"","Inaki Iribarren","Wisconsin","Sr.","M","15","1"
"","Emil Jaaskelainen","LIU","Jr.","F","15","1"
"","Justin John-Langba","UMBC","Sr.","F","9","1"
"","AJ Johnson","CSUN","Jr.","M","17","1"
"","Luke Johnson","Charlotte","Sr.","D","12","1"
"","Tyler Johnson","Air Force","Sr.","D","14","1"
"","Harry Jolley","NIU","Jr.","D","9","1"
"","Paul Jones","Wofford","So.","D","16","1"
"","Malachi Jones","Lipscomb","Fr.","F","17","1"
"","Jared Juleau","Marist","Jr.","M","15","1"
"","Bram Kaarsgaren","SMU","Sr.","GK","10","1"
"","Rohin Kapila","Green Bay","Fr.","M","14","1"
"","Nathan Karmbor","Houston Christian","Jr.","F","13","1"
"","Elias Katsaros","San Diego St.","Jr.","D","13","1"
"","Leo Keller","Fla. Atlantic","So.","M","13","1"
"","Rashawn Kellman","Chicago St.","Sr.","D","12","1"
"","Aidan Kelly","Massachusetts","Fr.","D","17","1"
"","Perry Kingson","Lehigh","So.","F","13","1"
"","Geuchane Kinzunze","California Baptist","Fr.","F","3","1"
"","Nick Kirby","Sacred Heart","So.","D","16","1"
"","Jon Klein","Holy Cross","So.","M","15","1"
"","Jordan Koduah","Rhode Island","Sr.","D","15","1"
"","Diego Konincks","Campbell","Sr.","D","17","1"
"","Christian Koontz","Seattle U","So.","D","14","1"
"","Yann Kouemi","Temple","Sr.","F","13","1"
"","Samuel Krommenhoek","Utah Valley","Jr.","D","7","1"
"","Victor Kubel","Ga. Southern","Fr.","D","14","1"
"","MJ Kuczura","Bucknell","Jr.","D","16","1"
